ITEM_20150317_000001	Empty_helmet 	Empty_Helmet
ITEM_20150317_002492	Doyor Claw 	Doyor Claw
ITEM_20150317_002493	This claw helps Doyors to move faster. {nl}Obtained from Doyors. 	Cakar yang membantu Doyor bergerak dengan mudah. Didapat dari Doyor.
ITEM_20150317_002494	Drake Film 	Film of Drake
ITEM_20150317_002495	Once ripped, it cannot be repaired. {nl}Obtained from Drakes. 	Tidak bisa kembali lagi bila terkoyak. Didapat dari Drake.
ITEM_20150317_002496	Drape Poisoned Needle 	Drape Posioned Needle
ITEM_20150317_002497	Lafsave Leaf 	Lapasape Leaf
ITEM_20150317_002498	Obtained from Lafsaves. 	Didapat dari Lapasape.
ITEM_20150317_002499	Rafflesia Poison Extract 	Rafflesia Posioned Liquid
ITEM_20150317_002500	Obtained from Black Rafflesias. 	Didapat dari Black Rafflesia.
ITEM_20150317_002501	Rambear Bones 	Rambear Bone
ITEM_20150317_002502	Ravinelarvae Acid Sap 	Ravinelerva Acidic Sap
ITEM_20150317_002503	Obtained from Ravinelarvae. 	Didapat dari Ravinelerva.
ITEM_20150317_002504	Rubblem Fragment 	Rubblem Fragment
ITEM_20150317_002505	It looks like a plain rock. {nl}Obtained from Rubblems. 	Terlihat seperti batu biasa. Didapat dari Rubblem.
ITEM_20150317_002506	Rubblem core 	Core of Rubblem
ITEM_20150317_002507	A mutant variation of the Nucl, the power source of mutant monsters. Contains highly condensed magic that might explode if handled carelessly. {nl}Obtained from Rubblems. 	Variasi Mutant dari Nucl, sumber tenaga dari Mutant Monsters. Berisi Magic yang dipadatkan yang dapat meledak bila salah penanganan. Didapat dari Rubblem.
ITEM_20150317_002508	Lemur Tail 	Tail of Lemur
ITEM_20150317_002509	Lemuria Tail 	Tail of Lemuria
ITEM_20150317_002510	Lepusbunny Hair 	Repusbunny Hair
ITEM_20150317_002511	Loxodon Ivory 	Loxodon Ivory
ITEM_20150317_002512	A very rare material, used often in handicrafts and decorations. {nl}Obtained from Loxodons. 	Sebuah benda yang tidak biasa bila digunakan dalam kerajinan. Didapat dari Loxodon.
ITEM_20150317_002513	Loxodon Backbones	Backbone of Loxodon
ITEM_20150317_002514	A very large bone from the back of a beast. {nl}Obtained from Loxodons. 	Tulang belakang yang besar. Didapat dari Loxodon.
ITEM_20150317_002515	Rubabos Leather 	Rubabos Leather
ITEM_20150317_002516	Obtained from Rubaboses. 	Didapat dari Rubabos.
ITEM_20150317_002517	Lizardman Claw 	Lizardman Claw
ITEM_20150317_002518	This bent claw is useful for climbing trees. {nl}Obtained from Lizardmen. 	Cakar yang bengkok ini berguna untuk memanjat pohon. Didapat dari Lizardman.
ITEM_20150317_002519	Lizardman Fang 	Lizardman Canine
ITEM_20150317_002520	Obtained from Lizardmen. 	Didapat dari Lizardman.
ITEM_20150317_002521	Leafnut Wing 	Wing of Leafnut
ITEM_20150317_002522	Obtained from Leafnuts. 	Didapat dari Leafnut.
ITEM_20150317_002523	Specter Hood 	Hood of Specter
ITEM_20150317_002524	Obtained from Specters. 	Didapat dari Specter.
ITEM_20150317_002525	Medakia Metal Decoration 	Medakia Metal Decoration
ITEM_20150317_002526	Engraved with an emblem only seen in the Royal Mausoleum. {nl}Obtained from Medakias.	Ada sebuah pola pahatan yang dapat terlihat di Royaltomb. Didapat dari Medakia.
ITEM_20150317_002527	Madakia Horn 	Horn of Medakia
ITEM_20150317_002528	Horn made of stone. {nl}Obtained from Madakias. 	Tanduk yang terbuat dari batu. Didapat dari Medakia.
ITEM_20150317_002529	Mantiwood Skin 	Skin of Mentiwood
ITEM_20150317_002530	A skin made of wood. {nl}Obtained from Mantiwoods. 	Kulit yang terbuat dari kayu. Didapat dari Medakia.
ITEM_20150317_002531	Meleech Foreleg 	Meleech Foreleg
ITEM_20150317_002532	Obtained from Meleeches. 	Didapat dari Meleech.
ITEM_20150317_002533	Moglan Meat 	Moglan Meat
ITEM_20150317_002534	Obtained from Moglans. 	Didapat dari Moglan.
ITEM_20150317_002535	Moyabu Bones 	Bone of Moyabu
ITEM_20150317_002536	Obtained from Moyabus. 	Didapat dari Moyabu.
ITEM_20150317_002537	Minivern Skin 	Minivern Skin
ITEM_20150317_002538	It is strong enough to deflect arrows. {nl}Obtained from Miniverns. 	Memiliki kekuatan untuk dibuat sebagai panah. Didapat dari Minivern.
ITEM_20150317_002539	Bavon Feather 	Bavon Feather
ITEM_20150317_002540	Obtained from Bavons. 	Didapat dari Bavon.
ITEM_20150317_002541	Varv Skin 	Skin of Varv
ITEM_20150317_002542	Defeating a Varv while keeping its skin intact is a difficult task. {nl}Obtained from Varvs. 	Kulit ini yang membuat Varv sulit dikalahkan. Didapat dari Varv.
ITEM_20150317_002543	Wheel 	Wheel
ITEM_20150317_002544	It rolls. {nl}Obtained from Wheelens. 	Roll. Didapat dari Wheelen.
ITEM_20150317_002545	Banshee Hood 	Hood of Banshee
ITEM_20150317_002546	Unbelievably lightweight. {nl}Obtained from Banshees. 	Bulu yang luar biasa. Didapat dari Banshee.
ITEM_20150317_002547	Velwriggler Feather 	Velwriggler Feather
ITEM_20150317_002548	Violet Leaf 	Purple Leaf
ITEM_20150317_002549	Obtained from Rafflies. 	Didapat dari Raffly.
ITEM_20150317_002550	Red Vubbe Token 	Red Vubbe Token
ITEM_20150317_002551	Obtained from Red Vubbe Raiders. 	Didapat dari Red Vubbe Robber.
ITEM_20150317_002552	Beeteros Leaf 	Beeteros Leaf
ITEM_20150317_002553	Obtained from Beeteroses. 	Didapat dari Beeteros.
ITEM_20150317_002554	Big Griba Bamboo Hat	Big Griva Gat
ITEM_20150317_002555	Obtained from Big Gribas.	Didapat dari Big Griva.
ITEM_20150317_002556	Big Cockatrice Beak 	Big Cockatrice Beak
ITEM_20150317_002557	Your shield may shatter if you try to block an attack from this. {nl}Obtained from Big Cockatrices. 	Bahkan sebuah Shield pun akan rusak bila terkena paruhnya. Didapat dari Big Cockatrice.
ITEM_20150317_002558	Desert Chupacabra Skin 	Desert Chupacabra Skin
ITEM_20150317_002559	Although it is only obtainable in small quantities, it has many uses and purposes. {nl}Obtained from Desert Chupacabras. 	Jumlahnya kecil tapi sangat berguna. Didapat dari Desert Chupacabra.
ITEM_20150317_002560	Sauga Motor Drive	Power Engine of Sauga
ITEM_20150317_002561	A mechanism that enables easier control of magical power. {nl}Obtained from Saugas. 	Alat yang membantu mengatur Spell dengan mudah. Didapat dari Sauga.
ITEM_20150317_002562	Cire Leaf 	Cire Leaf
ITEM_20150317_002563	Sakmoli Stem 	Sakmoli Stem
ITEM_20150317_002564	Obtained from Sakmolis. 	Didapat dari Sakmoli.
ITEM_20150317_002565	Shardstatue Claw 	Shardstatue Claw
ITEM_20150317_002566	Resin 	Resin
ITEM_20150317_002567	A viscous, sticky liquid found inside trees. 	Sebuah benda lengket yang didapat dari sebatang pohon.
ITEM_20150317_002568	Shnayim Fragment 	Shtayim Fragment
ITEM_20150317_002569	It looks like a plain rock. {nl}Obtained from Shnayims. 	Terlihat seperti batu biasa. Didapat dari Shtayim.
ITEM_20150317_002570	Stoulet Heart 	Heart of Stoulet
ITEM_20150317_002571	Obtained from Stoulets. 	Didapat dari Stoulet.
ITEM_20150317_002572	Corpse Hand 	Hand of Dead Body
ITEM_20150317_002573	It smells extremely foul due to its decay. {nl}Obtained from Green Apparitions. 	Baunya seperti sesuatu yang membusuk. Didapat dari Green Apparition.
ITEM_20150317_002574	Armori Plate 	Armory Plate
ITEM_20150317_002575	A black metal that can be processed only at extremely high temperatures. {nl}Obtained from Armori. 	Besi yang berwarna hitam. Dapat diproses dalam suhu sangat tinggi. Didapat dari Armory.
ITEM_20150317_002576	Ammon Backbone 	Ammon Backbone
ITEM_20150317_002577	Each spine bone has a horn. {nl}Obtained from Ammons. 	Cirinya adalah tanduk besar yang ada di setiap tulang punggung. Didapat dari Ammon.
ITEM_20150317_002578	Glow Spore 	Glow Spore
ITEM_20150317_002579	Obtained from Red Medewsas. 	Didapat dari Red Meduja.
ITEM_20150317_002580	Ultanun Bones 	Bone of Ultanun
ITEM_20150317_002581	The anatomy doesn't seem too different from that of birds. {nl}Obtained from Ultanuns. 	Strukturnya sama dengan yang dimiliki oleh burung lainnya. Didapat dari Ultanun.
ITEM_20150317_002582	Ellogua Petal 	Ellogua Petal
ITEM_20150317_002583	Obtained from Elloguas. 	Didapat dari Ellogua.
ITEM_20150317_002584	Ellomago Leaf 	Ellomago Leaf
ITEM_20150317_002585	Obtained from Ellomagos. 	Didapat dari Ellomago.
ITEM_20150317_002586	Ellom Bell 	Ellom Bell
ITEM_20150317_002587	Obtained from Elloms. 	Didapat dari Ellom.
ITEM_20150317_002588	Ellom Crystal 	Ellom Crystal 
ITEM_20150317_002589	Infroholder Bones 	Infro Holder Bone
ITEM_20150317_002590	Obtained from Infroholders. 	Bisa didapatkan dari Infro Holder.
ITEM_20150317_002591	Nymph Wand Decoration 	Nymph Wand Decoration
ITEM_20150317_002592	Obtained from Terra Imps. 	Didapat dari Nymph.
ITEM_20150317_002593	Geppetto Leaf 	Geppetto Leaf
ITEM_20150317_002594	A small, arrowhead shaped leaf. {nl}Obtained from Geppettos. 	Daun kecil yang berbentuk seperti panah. Didapat dari Geppetto.
ITEM_20150317_002595	Shackle 	Shackle
ITEM_20150317_002596	Usually found cuffed to a criminal, but it seems like there are also other uses for it. {nl}Obtained from Dumaros. 	Biasa digunakan untuk alat kriminal tapi sepertinya ini berbeda. Didapat dari Dumaro.
ITEM_20150317_002597	Shaman Doll Cotton 	Cotton of Shaman Doll
ITEM_20150317_002598	Cotton with good heat retention properties. {nl}Obtained from Shaman Dolls. 	Sebuah kapas yang hangat. Didapat dari Shaman Doll.
ITEM_20150317_002599	Green Ellom Bell 	Green Ellom Bell
ITEM_20150317_002600	Obtained from Green Elloms. 	Didapat dari Green Ellom.
ITEM_20150317_002601	Chupaluka Meat 	Chupaluka Meat
ITEM_20150317_002602	Karas Fragment 	Karas Fragment
ITEM_20150317_002603	It looks like a plain rock. {nl}Obtained from Karases. 	Terliaht seperti batu biasa. Didapat dari Karas.
ITEM_20150317_002604	Caro Leaf 	Caro Leaf
ITEM_20150317_002605	A widely bent leaf. {nl}Obtained from Caros. 	Sebuah daun yang memiliki tKamu besar. Didapat dari Caro.
ITEM_20150317_002606	Kepa Raider Tooth 	Kepa Raider Tooth
ITEM_20150317_002607	Obtained from Kepa Raiders. 	Didapat dari Kepa Raider.
ITEM_20150317_002608	Corylus Horn 	Horn of Corylus
ITEM_20150317_002609	The main horn has smaller horns around it. {nl}Obtained from Coryluses. 	Terdapat tanduk disana - sini. Didapat dari Corylus.
ITEM_20150317_002610	Cockatrice Leather 	Cockatrice Leather
ITEM_20150317_002611	Suitable for crafting armor due to its stiffness. {nl}Obtained from Cockatrices. 	Cocok untuk dibuat Armor yang kuat. Didapat dari Cockatrice
ITEM_20150317_002612	Cockatrice Feather 	Cockatrice Feather
ITEM_20150317_002613	A shiny feather. {nl}Obtained from Cockatrices. 	Bulu yang terlihat bersinar. Didapat dari Cockatrice.
ITEM_20150317_002614	Colimen Flower 	Colimen Flower
ITEM_20150317_002615	Obtained from Colimens. 	Didapat dari Colimen.
ITEM_20150317_002616	Colitile Feeler 	Colitile Feeler
ITEM_20150317_002617	Obtained from Colitiles. 	Didapat dari Colitile.
ITEM_20150317_002618	Cronewt Leather	Cronewt Leather
ITEM_20150317_002619	Obtained from Cronewts. 	Didapat dari Cronewt.
ITEM_20150317_002620	Chromadog Bones 	Chromadog Bone
ITEM_20150317_002621	A very solid, dense bone. {nl}Obtained from Chromadogs. 	Sebuah tulang yang sangat padat. Didapat dari Chromadog.
ITEM_20150317_002622	Tanu Flower 	Flower of Tanu
ITEM_20150317_002623	A white flower with fragrant smell. {nl}Obtained from Tanus. 	Bunga putih yang berbau wangi. Didapat dari Tanu.
ITEM_20150317_002624	Tama Skin 	Skin of Tama
ITEM_20150317_002625	Unlike other eggs, it has a very thick shell. {nl}Obtained from Tamas. 	Tidak seperti kulit lain, yang ini sangat tebal. Didapat dari Tama.
ITEM_20150317_002626	Tontulia Thorn 	Thorn of Tontulia
ITEM_20150317_002627	A thorn that widely varies in its size. {nl}Obtained from Tontulia. 	Duri dengan bentuk dan ukuran beragam. Didapat dari Tontulia.
ITEM_20150317_002628	Tucen Skin 	Skin of Tuken
ITEM_20150317_002629	Due to its shininess and stiffness, people often mistake it for metal. 	Banyak yang mengira itu seperti besi yang keras dan berkilau.
ITEM_20150317_002630	Ticen Bones 	Bone of Tiken
ITEM_20150317_002631	Surprisingly, this bone is very elastic. {nl}Obtained from Ticens. 	Menariknya, benda ini memiliki elastisitas tinggi. Didapat dari Tiken.
ITEM_20150317_002632	Pipe 	Pipe
ITEM_20150317_002633	Obtained from Hounds. 	Bisa didapat dari Hound
ITEM_20150317_002634	Pokubon Leather 	Pokuborn Leather
ITEM_20150317_002635	Pokubon Backbone 	Pokuborn Backbone
ITEM_20150317_002636	Blue Vubbe Fighter Token 	Bleu Vubbe Fighter Token
ITEM_20150317_002637	Flibo Stem 	Flibo Stem
ITEM_20150317_002638	Obtained from Flibos. 	Didapat dari Flibo.
ITEM_20150317_002639	Pino Stem 	Pino Stem
ITEM_20150317_002640	Not recommended for consumption. {nl}Obtained from Pinos. 	Tidak disarankan untuk dimakan. Didapat dari Pino.
ITEM_20150317_002641	Hamming Leaf 	Hamming Leaf
ITEM_20150317_002642	High Vubbe Cross Stick 	High Vubbe Cross Stick
ITEM_20150317_002643	High Vubbe Token 	Token of High Vubbe
ITEM_20150317_002644	Obtained from High Vubbes. 	Didapat dari High Vubbe.
ITEM_20150317_002645	Hallowventer Hand Bones 	Hand Bones of Hallowventer
ITEM_20150317_002646	More like a weapon than a hand bone. {nl}Obtained from Hallowventers. 	Lebih mirip sebagai senjata daripada sebuah tulang tangan. Didapat dari Hallowventer.
ITEM_20150317_002647	Hogma Battle Boss Fang 	Hogma Battle Boss Fang
ITEM_20150317_002648	A lot larger than other Hogma's fangs. {nl}Obtained from Hogma Captains. 	Terlihat lebih besar dibanding milik Hogma jenis lainnya. Didapat dari Hogma Battler Boss.
ITEM_20150317_002649	Gray Yukopus Leaf 	Gray Jukopus Leaf
ITEM_20150317_002650	Fallenlem Fragment 	Fallenlem Fragment
ITEM_20150317_002651	Obtained from Fallenlems. 	Didapat dari Fallenlem.
ITEM_20150317_002652	Silver Bar 	Sliver Bar
ITEM_20150317_002653	A bullion made of silver. Clearly worth a lot. 	Lebur batang perak itu. Nilainya akan menjadi sangat bagus.
ITEM_20150317_002654	Black Market Seal 	Black Market Seal
ITEM_20150317_002655	White Mucus 	White Mucus
ITEM_20150317_002656	Florr 	Florr
ITEM_20150317_002657	Used for crafting items. 	Bisa digunakan untuk membuat beragam Item.
ITEM_20150317_002658	Rough Bones Powder 	Rough Bone Powder
ITEM_20150317_002659	Tendon 	Tendon
ITEM_20150317_002660	Hardener	Hardener
ITEM_20150317_002661	Tough Tendon 	Tough Tendon
ITEM_20150317_002662	Resinate 	Resinate
ITEM_20150317_002663	Spell Reservoir 	Spell Reservoir
ITEM_20150317_002664	Stone Pellet 	Stone Bullet
ITEM_20150317_002665	A small, round stone. 	Ini adalah sebuah batu kecil.
ITEM_20150317_002666	Chafer Material 	Chafer Material
ITEM_20150317_002667	Lush Jewel 	Lush Jewel
ITEM_20150317_002668	Might fetch a good price from merchants. 	Dapat dijual ke Shop dengan harga tinggi.
ITEM_20150317_002669	Spell Engineering Engine 	Spell Engineering Engine
ITEM_20150317_002670	Tormented Soul 	Suffer Soul
ITEM_20150317_002671	Obtained from Deathweaver. 	Bisa didapatkan dari Deathweaver.
ITEM_20150317_002672	Biteregina's Thorn 	Thorn of Biteregina
ITEM_20150317_002673	Obtained from Biteregina. 	Didapat dari Biteregina.
ITEM_20150317_002674	Cerberus' Canine 	Kerberos Canine
ITEM_20150317_002675	Obtained from Cerberus. 	Didapat dari Kerberos.
ITEM_20150317_002676	Chapparition's Soul Matter 	Innocent Evil of Chapparition
ITEM_20150317_002677	Obtained from Chapparition. 	Didapat dari Chapparition.
ITEM_20150317_002678	Siela 	Siela
ITEM_20150317_002679	Obtained from the level 80 mission. 	Didapat dari Mission Lv 80
ITEM_20150317_002680	Vejo Boots Leather 	Vejo Boots Leather
ITEM_20150317_002681	Obtained from Colimencia of the Indigo Trees Plateau quest.	Didapatkan dari quest Colimencia of the Indigo Trees Plateau.
ITEM_20150317_002682	Vejo Boots String 	Vejo Boots String
ITEM_20150317_002683	Obtained from Merge from the Seventune Mesa quest.	Didapatkan dari quest Merge from the Seventune Mesa.
ITEM_20150317_002684	Saphie Chain 	Saphie Chain
ITEM_20150317_002685	A material required for crafting the Saphie Necklace. {nl}Obtained from Poata at Gate Route. 	Bahan untuk membuat Saphie Necklace. Didapat dari Poata of Gate Route.
ITEM_20150317_002686	Saphie Stone 	Saphie Stone
ITEM_20150317_002687	A material required for crafting the Saphie Necklace. {nl}Obtained from Rikaus in Spineheart Dale.	Sebuah material yang dibutuhkan untuk crafting Saphie Necklace. Didapatkan dari Rikaus di Spineheart Dale.
ITEM_20150317_002688	Bramble Thorn 	Thorn of Bramble
ITEM_20150317_002689	A material required for crafting the Saphie Necklace. {nl}Obtained from Bramble in Fallen Worry Forest.	Sebuah material yang dibutuhkan untuk crafting Saphie Necklace. Didapatkan dari Bramble di Fallen Worry Forest.
ITEM_20150317_002690	Yonazolem Fragment 	Yonazolem Fragment
ITEM_20150317_002691	Obtained from Yonazolem in Broken Pillar Canyon.	Didapatkan dari Yonazolem di Broken Pillar Canyon.
ITEM_20150317_002692	Denoptic Eye 	Eye of Denoptic
ITEM_20150317_002693	Obtained from Denoptic at Overlong Bridge Valley. 	Bisa didapat dari Long Ashitani of Denoptic.
ITEM_20150317_002694	Scorpio Hook 	Scorpio Hook
ITEM_20150317_002695	It can be obtained from Scorpios in Stone Pole Platform. 	Bisa didapatkan dari Scorpio di Stone Pole Platform.
ITEM_20150317_002696	Gem Abrasive Agent 	Gem Abrasive
ITEM_20150317_002697	Used to enhance gems. Amplifies the EXP of gems.	Digunakan untuk Enhance Gem. Dapat meningkatkan Gem's EXP secara drastis.
ITEM_20150317_002698	Tomb Lord Chain 	Tomblord Chain
ITEM_20150317_002699	Obtained from Tomb Lord at Royal Mausoleum 2F.	Bisa didapat dari King Tomb 2nd Floor di Tomb Lord.
ITEM_20150317_002700	Bearkaras Fragment 	Bearkaras Fragment
ITEM_20150317_002701	Obtained from Bearkaras at Royal Mausoleum 4F.	Kamu bisa mendapatkannya dari King Tomb Fourth Floor of Bearkaras.
ITEM_20150317_002702	Rexipher's Innocent Evil 	Innocent Evil of Rexipher
ITEM_20150317_002703	Obtained from Rexipher at Royal Mausoleum 5F.	Mendapatkan Rexipher pada 5th Floor of the King Tomb.
ITEM_20150317_002704	Aging Relic 	Old Article
ITEM_20150317_002705	An old relic found in a well. {nl}Right-click to use. 	Relik tua ditemukan di dalam sumur.
ITEM_20150317_002706	Charcoal Stone 	Charcoal Stone
ITEM_20150317_002707	Ore 	Ore
ITEM_20150317_002708	Unicorn Bones 	Bone of Unicorn
